row,col,temp
5.0,61.0,-13.580989
5.0,62.0,-14.982356
5.0,63.0,-14.254091
5.0,64.0,-12.864685
5.0,65.0,-13.147551
5.0,66.0,-15.265281
5.0,67.0,-14.175783
5.0,68.0,-12.988839
5.0,69.0,-13.890314
5.0,70.0,-9999.0
5.0,71.0,-9999.0
5.0,72.0,-9999.0
5.0,73.0,-9999.0
5.0,74.0,-9999.0
5.0,75.0,-9999.0
5.0,76.0,-9999.0
5.0,77.0,-9999.0
5.0,78.0,-9999.0
5.0,79.0,-9999.0
5.0,80.0,-9999.0
5.0,81.0,-9999.0
5.0,82.0,-9999.0
5.0,83.0,-9999.0
5.0,84.0,-9999.0
5.0,85.0,-9999.0
5.0,86.0,-9999.0
5.0,87.0,-9999.0
5.0,88.0,-9999.0
6.0,0.0,-9999.0
6.0,1.0,-9999.0
6.0,2.0,-9999.0
6.0,3.0,-9999.0
6.0,4.0,-9999.0
6.0,5.0,-9999.0
6.0,6.0,-9999.0
6.0,7.0,-9999.0
6.0,8.0,-9999.0
6.0,9.0,-2.0302321
6.0,10.0,-1.9075872
6.0,11.0,-1.8028664
6.0,12.0,-1.7871249
6.0,13.0,-1.081133
6.0,14.0,-1.0524452
6.0,15.0,-1.714349
6.0,16.0,-2.5807172
6.0,17.0,-2.7441494
6.0,18.0,-1.5247325
6.0,19.0,-3.2924376
6.0,20.0,-4.2351545
6.0,21.0,-5.327607
6.0,22.0,-5.9968995
6.0,23.0,-5.9941097
6.0,24.0,-6.7813224
6.0,25.0,-8.2136082
6.0,26.0,-8.3898814
6.0,27.0,-7.8649527
6.0,28.0,-8.2444555
6.0,29.0,-9.0709428
6.0,30.0,-8.7383486
6.0,31.0,-8.436698
6.0,32.0,-8.7891148
6.0,33.0,-9.1706403
6.0,34.0,-8.8782473
6.0,35.0,-8.8105958
6.0,36.0,-9.0088959
6.0,37.0,-9.0499547
6.0,38.0,-8.83039
6.0,39.0,-8.8352358
6.0,40.0,-9.0176658
6.0,41.0,-9.0094032
6.0,42.0,-9.0274808
6.0,43.0,-9.3275992
6.0,44.0,-9.6844047
6.0,45.0,-9.4687346
6.0,46.0,-9.3999817
6.0,47.0,-9.6424327
6.0,48.0,-9.7713724
6.0,49.0,-9.5256122
6.0,50.0,-9.3148758
6.0,51.0,-9.0208465
6.0,52.0,-9.1122618
6.0,53.0,-9.4914475
6.0,54.0,-9.6648426
6.0,55.0,-9.6637361
6.0,56.0,-10.189327
6.0,57.0,-10.707631
6.0,58.0,-11.269751
6.0,59.0,-11.794554
6.0,60.0,-11.70731
6.0,61.0,-12.428553
6.0,62.0,-13.22063
6.0,63.0,-12.982029
6.0,64.0,-12.277259
6.0,65.0,-12.457815
6.0,66.0,-13.391874
6.0,67.0,-13.037287
6.0,68.0,-12.460365
6.0,69.0,-12.957918
6.0,70.0,-9999.0
6.0,71.0,-9999.0
6.0,72.0,-9999.0
6.0,73.0,-9999.0
6.0,74.0,-9999.0
6.0,75.0,-9999.0
6.0,76.0,-9999.0
6.0,77.0,-9999.0
6.0,78.0,-9999.0
6.0,79.0,-9999.0
6.0,80.0,-9999.0
6.0,81.0,-9999.0
6.0,82.0,-9999.0
6.0,83.0,-9999.0
6.0,84.0,-9999.0
6.0,85.0,-9999.0
6.0,86.0,-9999.0
6.0,87.0,-9999.0
6.0,88.0,-9999.0
7.0,0.0,-9999.0
7.0,1.0,-9999.0
7.0,2.0,-9999.0
7.0,3.0,-9999.0
7.0,4.0,-9999.0
7.0,5.0,-9999.0
7.0,6.0,-9999.0
7.0,7.0,-9999.0
7.0,8.0,-9999.0
7.0,9.0,-9999.0
7.0,10.0,-9999.0
7.0,11.0,-2.1020642
7.0,12.0,-1.897305
7.0,13.0,-1.5943958
7.0,14.0,-1.4828918
7.0,15.0,-1.7435785
7.0,16.0,-2.1835151
7.0,17.0,-2.399108
7.0,18.0,-2.4453466
7.0,19.0,-2.8604241
7.0,20.0,-3.4340878
7.0,21.0,-3.8637448
7.0,22.0,-4.2419954
7.0,23.0,-4.8945922
7.0,24.0,-5.8205999
7.0,25.0,-6.7069851
7.0,26.0,-7.08088
7.0,27.0,-7.1832642
7.0,28.0,-7.514211
7.0,29.0,-7.8928837
7.0,30.0,-7.9636813
7.0,31.0,-8.0043708
7.0,32.0,-8.2525153
7.0,33.0,-8.4957706
7.0,34.0,-8.5632763
7.0,35.0,-8.513761
7.0,36.0,-8.5003702
7.0,37.0,-8.4948321
7.0,38.0,-8.4657862
7.0,39.0,-8.5327376
7.0,40.0,-8.6618113
7.0,41.0,-8.6964658
7.0,42.0,-8.7069312
7.0,43.0,-8.8072212
7.0,44.0,-8.9156587
7.0,45.0,-8.9629897
7.0,46.0,-9.0465635
7.0,47.0,-9.1926676
7.0,48.0,-9.2652717
7.0,49.0,-9.2184561
7.0,50.0,-9.1592855
7.0,51.0,-9.1391807
7.0,52.0,-9.2031401
7.0,53.0,-9.3553024
7.0,54.0,-9.5216484
7.0,55.0,-9.6743039
7.0,56.0,-9.8684182
7.0,57.0,-10.085072
7.0,58.0,-10.274252
7.0,59.0,-10.455203
7.0,60.0,-10.727641
7.0,61.0,-11.11817
7.0,62.0,-11.385692
7.0,63.0,-11.39522
7.0,64.0,-11.370844
7.0,65.0,-11.54205
7.0,66.0,-11.796609
7.0,67.0,-11.802589
7.0,68.0,-11.706475
7.0,69.0,-11.798013
7.0,70.0,-9999.0
7.0,71.0,-9999.0
7.0,72.0,-9999.0
7.0,73.0,-9999.0
7.0,74.0,-9999.0
7.0,75.0,-9999.0
7.0,76.0,-9999.0
7.0,77.0,-9999.0
7.0,78.0,-9999.0
7.0,79.0,-9999.0
7.0,80.0,-9999.0
7.0,81.0,-9999.0
7.0,82.0,-9999.0
7.0,83.0,-9999.0
7.0,84.0,-9999.0
7.0,85.0,-9999.0
7.0,86.0,-9999.0
7.0,87.0,-9999.0
7.0,88.0,-9999.0
8.0,0.0,-9999.0
8.0,1.0,-9999.0
8.0,2.0,-9999.0
8.0,3.0,-9999.0
8.0,4.0,-9999.0
8.0,5.0,-9999.0
8.0,6.0,-9999.0
8.0,7.0,-9999.0
8.0,8.0,-9999.0
8.0,9.0,-9999.0
8.0,10.0,-9999.0
8.0,11.0,-9999.0
8.0,12.0,-9999.0
8.0,13.0,-1.2925045
8.0,14.0,-0.60394761
8.0,15.0,-0.88536467
8.0,16.0,-1.5230988
8.0,17.0,-1.5316196
8.0,18.0,-0.97571984
8.0,19.0,-1.8579889
8.0,20.0,-2.5784379
8.0,21.0,-2.2851937
8.0,22.0,-2.0090856
8.0,23.0,-3.6400999
8.0,24.0,-5.2510748
8.0,25.0,-7.0164701
8.0,26.0,-7.2501799
8.0,27.0,-6.8068503
8.0,28.0,-7.3172251
8.0,29.0,-8.2634381
8.0,30.0,-7.9397465
8.0,31.0,-7.7503339
8.0,32.0,-8.1991419
8.0,33.0,-8.7035853
8.0,34.0,-8.9338584
8.0,35.0,-8.5655368
8.0,36.0,-8.4007066
8.0,37.0,-8.3910269
8.0,38.0,-8.232846
8.0,39.0,-8.4025209
8.0,40.0,-8.8790532
8.0,41.0,-8.7474151
8.0,42.0,-8.4888
8.0,43.0,-8.520134
8.0,44.0,-8.6199891
8.0,45.0,-8.6542634
8.0,46.0,-8.8074514
8.0,47.0,-9.1275861
8.0,48.0,-9.2832942
8.0,49.0,-9.0762989
8.0,50.0,-9.0253545
8.0,51.0,-9.0955084
8.0,52.0,-9.1309208
8.0,53.0,-9.2156039
8.0,54.0,-9.4057148
8.0,55.0,-9.6100949
8.0,56.0,-9.6138821
8.0,57.0,-9.6134618
8.0,58.0,-9.4455552
8.0,59.0,-9.2644675
8.0,60.0,-9.8377556
8.0,61.0,-10.22979
8.0,62.0,-10.270626
8.0,63.0,-10.319124
8.0,64.0,-10.635835
8.0,65.0,-11.035109
8.0,66.0,-11.537481
8.0,67.0,-11.430559
8.0,68.0,-11.217966
8.0,69.0,-11.297164
8.0,70.0,-9999.0
8.0,71.0,-9999.0
8.0,72.0,-9999.0
8.0,73.0,-9999.0
8.0,74.0,-9999.0
8.0,75.0,-9999.0
8.0,76.0,-9999.0
8.0,77.0,-9999.0
8.0,78.0,-9999.0
8.0,79.0,-9999.0
8.0,80.0,-9999.0
8.0,81.0,-9999.0
8.0,82.0,-9999.0
8.0,83.0,-9999.0
8.0,84.0,-9999.0
8.0,85.0,-9999.0
8.0,86.0,-9999.0
8.0,87.0,-9999.0
8.0,88.0,-9999.0
9.0,0.0,-9999.0
9.0,1.0,-9999.0
9.0,2.0,-9999.0
9.0,3.0,-9999.0
9.0,4.0,-9999.0
9.0,5.0,-9999.0
9.0,6.0,-9999.0
9.0,7.0,-9999.0
9.0,8.0,-9999.0
9.0,9.0,-9999.0
9.0,10.0,-9999.0
9.0,11.0,-9999.0
9.0,12.0,-9999.0
9.0,13.0,-9999.0
9.0,14.0,-9999.0
9.0,15.0,-0.15234685
9.0,16.0,-0.88981688
9.0,17.0,-0.87742061
9.0,18.0,0.45768496
9.0,19.0,-1.1068188
9.0,20.0,-2.0081621
9.0,21.0,-1.3550374
9.0,22.0,-0.47267602
9.0,23.0,-2.7754851
9.0,24.0,-4.6542267
9.0,25.0,-7.8735156
9.0,26.0,-7.8192064
9.0,27.0,-6.3717739
9.0,28.0,-7.124272
9.0,29.0,-9.2433096
9.0,30.0,-8.0289346
9.0,31.0,-7.4475185
9.0,32.0,-8.1654249
9.0,33.0,-9.0199221
9.0,34.0,-9.522479
9.0,35.0,-8.62368
9.0,36.0,-8.438647
9.0,37.0,-8.5406294
9.0,38.0,-8.0145225
9.0,39.0,-8.2604516
9.0,40.0,-9.352215
9.0,41.0,-8.883754
9.0,42.0,-8.2851676
9.0,43.0,-8.3659365
9.0,44.0,-8.6766706
9.0,45.0,-8.4909628
9.0,46.0,-8.6235953
9.0,47.0,-9.2019668
9.0,48.0,-9.5508234
9.0,49.0,-8.978728
9.0,50.0,-8.9069175
9.0,51.0,-9.1208263
9.0,52.0,-9.1044797
9.0,53.0,-9.0829493
9.0,54.0,-9.3158437
9.0,55.0,-9.7560799
9.0,56.0,-9.4941331
9.0,57.0,-9.3116277
9.0,58.0,-9.0113014
9.0,59.0,-8.5915053
9.0,60.0,-9.351561
9.0,61.0,-9.7478621
9.0,62.0,-9.8907112
9.0,63.0,-9.9229694
9.0,64.0,-10.161984
9.0,65.0,-10.742111
9.0,66.0,-11.908421
9.0,67.0,-11.420788
9.0,68.0,-10.9048
9.0,69.0,-11.13654
9.0,70.0,-9999.0
9.0,71.0,-9999.0
9.0,72.0,-9999.0
9.0,73.0,-9999.0
9.0,74.0,-9999.0
9.0,75.0,-9999.0
9.0,76.0,-9999.0
9.0,77.0,-9999.0
9.0,78.0,-9999.0
9.0,79.0,-9999.0
9.0,80.0,-9999.0
9.0,81.0,-9999.0
9.0,82.0,-9999.0
9.0,83.0,-9999.0
9.0,84.0,-9999.0
9.0,85.0,-9999.0
9.0,86.0,-9999.0
9.0,87.0,-9999.0
9.0,88.0,-9999.0
10.0,0.0,-9999.0
10.0,1.0,-9999.0
10.0,2.0,-9999.0
10.0,3.0,-9999.0
10.0,4.0,-9999.0
10.0,5.0,-9999.0
10.0,6.0,-9999.0
10.0,7.0,-9999.0
10.0,8.0,-9999.0
10.0,9.0,-9999.0
10.0,10.0,-9999.0
10.0,11.0,-9999.0
10.0,12.0,-9999.0
10.0,13.0,-9999.0
10.0,14.0,-9999.0
10.0,15.0,0.72884216
10.0,16.0,-0.51799525
10.0,17.0,-0.86519396
10.0,18.0,-0.87565474
10.0,19.0,-1.3239811
10.0,20.0,-1.7741573
10.0,21.0,-1.7707228
10.0,22.0,-1.7771224
10.0,23.0,-2.2557023
10.0,24.0,-3.0326735
10.0,25.0,-4.6149161
10.0,26.0,-5.2499614
10.0,27.0,-5.3009767
10.0,28.0,-5.9993755
10.0,29.0,-6.8567031
10.0,30.0,-6.80729
10.0,31.0,-6.7706738
10.0,32.0,-7.2743946
10.0,33.0,-7.9230176
10.0,34.0,-8.2716265
10.0,35.0,-7.9073766
10.0,36.0,-7.7079508
10.0,37.0,-7.6787968
10.0,38.0,-7.557682
10.0,39.0,-7.7333362
10.0,40.0,-8.1111029
10.0,41.0,-8.0719772
10.0,42.0,-7.9138655
10.0,43.0,-8.0003073
10.0,44.0,-8.1622617
10.0,45.0,-8.1934307
10.0,46.0,-8.3452678
10.0,47.0,-8.6563983
10.0,48.0,-8.8156887
10.0,49.0,-8.7092504
10.0,50.0,-8.7169392
10.0,51.0,-8.8330028
10.0,52.0,-8.8766379
10.0,53.0,-8.9095964
10.0,54.0,-9.0522807
10.0,55.0,-9.2162863
10.0,56.0,-9.1718456
10.0,57.0,-9.0849509
10.0,58.0,-9.0170403
10.0,59.0,-9.0126716
10.0,60.0,-9.2110929
10.0,61.0,-9.4210867
10.0,62.0,-9.5336625
10.0,63.0,-9.503533
10.0,64.0,-9.7418151
10.0,65.0,-10.165495
10.0,66.0,-10.649844
10.0,67.0,-10.631898
10.0,68.0,-10.488696
10.0,69.0,-10.623499
10.0,70.0,-9999.0
10.0,71.0,-9999.0
10.0,72.0,-9999.0
10.0,73.0,-9999.0
10.0,74.0,-9999.0
10.0,75.0,-9999.0
10.0,76.0,-9999.0
10.0,77.0,-9999.0
10.0,78.0,-9999.0
10.0,79.0,-9999.0
10.0,80.0,-9999.0
10.0,81.0,-9999.0
10.0,82.0,-9999.0
