-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-14.792257,-12.955802,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-16.050539,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-8.4258263,-9.0927514,-10.100065,-10.641834,-9.0999818,-9.1111743,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.420424,-11.135427,-11.616693,-11.522862,-11.253756,-12.236923,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-13.788082,-12.911729,-13.331834,-13.519115,-13.939213,-13.962086,-14.807576,-14.198377,-13.397114,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-2.5428038,-3.5269425,-3.8676701,-4.0151537,-4.6702467,-6.1241339,-7.2173343,-5.9658595,-5.5027898,-6.5832261,-6.8553728,-5.5112156,-5.6016831,-6.8587005,-4.2414846,-4.8196254,-6.4769152,-8.3459876,-7.6139586,-7.776439,-8.9620728,-9.6873304,-8.6404142,-8.7641967,-10.17678,-10.160225,-9.1913749,-9.5079951,-10.574246,-9.9760935,-9.475148,-10.039499,-10.698329,-10.290508,-10.980806,-11.198382,-10.410095,-10.192546,-10.473798,-11.066857,-10.926728,-10.781652,-11.66894,-13.014011,-11.753235,-11.074772,-11.822524,-12.280887,-11.241294,-11.243328,-11.361931,-11.166874,-10.983083,-11.788133,-13.353537,-12.583709,-12.318072,-13.668698,-14.943507,-13.387378,-12.804908,-13.105144,-13.219436,-13.145608,-13.443472,-14.244762,-13.852501,-13.293504,-13.845566,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-3.6895046,-3.7861315,-3.8806842,-4.0671186,-4.2130646,-4.1424078,-4.2122275,-4.4310873,-4.409955,-4.101233,-4.016845,-4.2206026,-4.2406072,-4.466412,-5.0874868,-5.7236712,-6.0555807,-6.5309591,-7.2110752,-7.6173123,-7.6936719,-8.0402085,-8.6175656,-8.7922553,-8.6917977,-8.887374,-9.2009985,-9.1743532,-9.1183259,-9.3565936,-9.6460688,-10.015564,-11.649873,-12.890798,-10.511071,-9.883733,-9.8508268,-10.000855,-10.050333,-10.134544,-10.464566,-10.749275,-10.589495,-10.452374,-10.615994,-10.730748,-10.806977,-11.861441,-11.56899,-10.588487,-10.478019,-10.715232,-11.169408,-11.531104,-11.786625,-12.236778,-12.61903,-12.577524,-12.677307,-12.89161,-12.904951,-12.838247,-12.974741,-13.223397,-13.166903,-13.015469,-13.193337,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-2.7924141,-1.701717,-0.9677315,-2.1052098,-2.8821723,-2.6569621,-2.5388569,-2.7065544,-2.2548611,-2.0429969,-2.6535844,-3.5612013,-4.0967373,-4.6824762,-4.9816866,-5.5867211,-6.3855874,-6.8419212,-7.0535432,-7.690228,-8.699696,-8.8482683,-8.4982537,-8.7731907,-9.3442606,-9.1393654,-8.9284416,-9.2009327,-9.5132385,-9.5857865,-10.121581,-10.290191,-9.7989997,-9.4909889,-9.3966086,-9.4239302,-9.4833958,-9.6302576,-9.895503,-10.105312,-10.02811,-9.9868535,-10.104142,-10.190694,-10.264363,-10.553733,-10.098087,-9.7534736,-9.9957616,-10.058119,-10.284649,-11.845667,-11.90947,-11.901759,-12.272223,-12.371783,-13.081713,-13.721193,-13.382776,-12.860247,-12.99618,-13.651898,-13.417096,-12.998136,-13.378009,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.5700628,-0.72147603,-2.118995,-1.5816338,-1.317268,-1.8712396,-0.5874001,-0.38801735,-1.2676346,-2.896832,-3.17491,-6.4052786,-4.3098493,-4.939312,-6.4161726,-7.2754381,-6.6872132,-7.5453151,-10.024673,-9.8922797,-8.4154691,-8.8922407,-10.702439,-9.5450189,-8.8059124,-9.3691517,-10.260821,-9.3455204,-9.2756916,-9.5393107,-9.5854967,-9.1805481,-9.127329,-9.364305,-9.2902485,-9.3269325,-9.7819987,-10.496074,-9.8936965,-9.716657,-10.072596,-10.322413,-9.8691456,-9.5896974,-8.5675364,-8.795678,-9.6810436,-9.8878973,-8.8784728,-11.067347,-11.589455,-12.057527,-13.121375,-12.322683,-13.580989,-14.982356,-14.254091,-12.864685,-13.147551,-15.265281,-14.175783,-12.988839,-13.890314,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-2.0302321,-1.9075872,-1.8028664,-1.7871249,-1.081133,-1.0524452,-1.714349,-2.5807172,-2.7441494,-1.5247325,-3.2924376,-4.2351545,-5.327607,-5.9968995,-5.9941097,-6.7813224,-8.2136082,-8.3898814,-7.8649527,-8.2444555,-9.0709428,-8.7383486,-8.436698,-8.7891148,-9.1706403,-8.8782473,-8.8105958,-9.0088959,-9.0499547,-8.83039,-8.8352358,-9.0176658,-9.0094032,-9.0274808,-9.3275992,-9.6844047,-9.4687346,-9.3999817,-9.6424327,-9.7713724,-9.5256122,-9.3148758,-9.0208465,-9.1122618,-9.4914475,-9.6648426,-9.6637361,-10.189327,-10.707631,-11.269751,-11.794554,-11.70731,-12.428553,-13.22063,-12.982029,-12.277259,-12.457815,-13.391874,-13.037287,-12.460365,-12.957918,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-2.1020642,-1.897305,-1.5943958,-1.4828918,-1.7435785,-2.1835151,-2.399108,-2.4453466,-2.8604241,-3.4340878,-3.8637448,-4.2419954,-4.8945922,-5.8205999,-6.7069851,-7.08088,-7.1832642,-7.514211,-7.8928837,-7.9636813,-8.0043708,-8.2525153,-8.4957706,-8.5632763,-8.513761,-8.5003702,-8.4948321,-8.4657862,-8.5327376,-8.6618113,-8.6964658,-8.7069312,-8.8072212,-8.9156587,-8.9629897,-9.0465635,-9.1926676,-9.2652717,-9.2184561,-9.1592855,-9.1391807,-9.2031401,-9.3553024,-9.5216484,-9.6743039,-9.8684182,-10.085072,-10.274252,-10.455203,-10.727641,-11.11817,-11.385692,-11.39522,-11.370844,-11.54205,-11.796609,-11.802589,-11.706475,-11.798013,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-1.2925045,-0.60394761,-0.88536467,-1.5230988,-1.5316196,-0.97571984,-1.8579889,-2.5784379,-2.2851937,-2.0090856,-3.6400999,-5.2510748,-7.0164701,-7.2501799,-6.8068503,-7.3172251,-8.2634381,-7.9397465,-7.7503339,-8.1991419,-8.7035853,-8.9338584,-8.5655368,-8.4007066,-8.3910269,-8.232846,-8.4025209,-8.8790532,-8.7474151,-8.4888,-8.520134,-8.6199891,-8.6542634,-8.8074514,-9.1275861,-9.2832942,-9.0762989,-9.0253545,-9.0955084,-9.1309208,-9.2156039,-9.4057148,-9.6100949,-9.6138821,-9.6134618,-9.4455552,-9.2644675,-9.8377556,-10.22979,-10.270626,-10.319124,-10.635835,-11.035109,-11.537481,-11.430559,-11.217966,-11.297164,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.15234685,-0.88981688,-0.87742061,0.45768496,-1.1068188,-2.0081621,-1.3550374,-0.47267602,-2.7754851,-4.6542267,-7.8735156,-7.8192064,-6.3717739,-7.124272,-9.2433096,-8.0289346,-7.4475185,-8.1654249,-9.0199221,-9.522479,-8.62368,-8.438647,-8.5406294,-8.0145225,-8.2604516,-9.352215,-8.883754,-8.2851676,-8.3659365,-8.6766706,-8.4909628,-8.6235953,-9.2019668,-9.5508234,-8.978728,-8.9069175,-9.1208263,-9.1044797,-9.0829493,-9.3158437,-9.7560799,-9.4941331,-9.3116277,-9.0113014,-8.5915053,-9.351561,-9.7478621,-9.8907112,-9.9229694,-10.161984,-10.742111,-11.908421,-11.420788,-10.9048,-11.13654,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
